event,match_id,date,year,round,team,opponent,score,opponent_score,result,rating_before,rating_after,rating_change
match,88,2025-05-18T15:20:00,2025,10,Melbourne,Brisbane Lions,99.0,88.0,win,1499.860134657235,1504.694497175756,4.83436251852095
match,89,2025-05-18T16:40:00,2025,10,West Coast,St Kilda,108.0,80.0,win,1368.6343429489891,1374.297636621033,5.663293672043898
match,89,2025-05-18T16:40:00,2025,10,St Kilda,West Coast,80.0,108.0,loss,1491.8419738925968,1486.178680220553,-5.663293672043898
match,90,2025-05-22T19:30:00,2025,11,Geelong,Western Bulldogs,127.0,113.0,win,1556.8484223175642,1559.8731805156933,3.024758198129062
match,90,2025-05-22T19:30:00,2025,11,Western Bulldogs,Geelong,113.0,127.0,loss,1546.856489396441,1543.831731198312,-3.024758198129062
match,91,2025-05-23T19:40:00,2025,11,Essendon,Richmond,81.0,58.0,win,1480.3144936281808,1483.0778532491474,2.763359620966655
match,91,2025-05-23T19:40:00,2025,11,Richmond,Essendon,58.0,81.0,loss,1398.6754943472988,1395.9121347263322,-2.763359620966655
match,92,2025-05-24T12:35:00,2025,11,Carlton,Greater Western Sydney,82.0,110.0,loss,1512.2630786067916,1506.6955706278484,-5.567507978943313
match,92,2025-05-24T12:35:00,2025,11,Greater Western Sydney,Carlton,110.0,82.0,win,1516.1957296813273,1521.7632376602705,5.567507978943313
match,93,2025-05-24T16:15:00,2025,11,Hawthorn,Brisbane Lions,60.0,93.0,loss,1533.8342067860451,1528.6685405029973,-5.1656662830478615
match,93,2025-05-24T16:15:00,2025,11,Brisbane Lions,Hawthorn,93.0,60.0,win,1585.7749608228983,1590.940627105946,5.1656662830478615
match,94,2025-05-24T19:35:00,2025,11,North Melbourne,Collingwood,63.0,108.0,loss,1369.1980209918063,1365.563888129449,-3.634132862357337
match,94,2025-05-24T19:35:00,2025,11,Collingwood,North Melbourne,108.0,63.0,win,1553.008133641083,1556.6422665034404,3.634132862357337
match,95,2025-05-24T20:10:00,2025,11,Fremantle,Port Adelaide,100.0,51.0,win,1516.3681605975191,1521.0165349058004,4.648374308281371
match,95,2025-05-24T20:10:00,2025,11,Port Adelaide,Fremantle,51.0,100.0,loss,1513.903466109869,1509.2550918015877,-4.648374308281371
