event,match_id,date,year,round,team,opponent,score,opponent_score,result,rating_before,rating_after,rating_change,venue
match,16544.0,2020-07-31 10:10:00+00:00,2020,9,Brisbane Lions,Essendon,91.0,28.0,win,1515.0051848647868,1521.9489336869792,6.943748822192353,Carrara
match,16545.0,2020-08-01 04:35:00+00:00,2020,9,North Melbourne,Adelaide,119.0,50.0,win,1484.7879281962537,1489.6308717079091,4.842943511655526,Carrara
match,16545.0,2020-08-01 04:35:00+00:00,2020,9,Adelaide,North Melbourne,50.0,119.0,loss,1468.2252021612046,1463.3822586495492,-4.842943511655526,Carrara
match,16546.0,2020-08-01 07:10:00+00:00,2020,9,St Kilda,Sydney,101.0,48.0,win,1515.7905327580029,1520.1251614082387,4.334628650235745,Gabba
match,16546.0,2020-08-01 07:10:00+00:00,2020,9,Sydney,St Kilda,48.0,101.0,loss,1487.2582171298366,1482.9235884796008,-4.334628650235745,Gabba
match,16547.0,2020-08-01 10:10:00+00:00,2020,9,West Coast,Geelong,73.0,64.0,win,1510.01789746787,1512.6342486807596,2.616351212889588,Perth Stadium
match,16547.0,2020-08-01 10:10:00+00:00,2020,9,Geelong,West Coast,64.0,73.0,loss,1510.2305333647794,1507.6141821518897,-2.616351212889588,Perth Stadium
match,16548.0,2020-08-02 05:35:00+00:00,2020,9,Gold Coast,Greater Western Sydney,35.0,61.0,loss,1500.8480969968289,1495.291785933679,-5.556311063149894,Carrara
match,16548.0,2020-08-02 05:35:00+00:00,2020,9,Greater Western Sydney,Gold Coast,61.0,35.0,win,1495.7414619639958,1501.2977730271457,5.556311063149894,Carrara
match,16549.0,2020-08-02 08:10:00+00:00,2020,9,Fremantle,Collingwood,61.0,49.0,win,1482.4997663916806,1485.7177285762557,3.217962184574994,Perth Stadium
match,16549.0,2020-08-02 08:10:00+00:00,2020,9,Collingwood,Fremantle,49.0,61.0,loss,1509.4715369945554,1506.2535748099804,-3.217962184574994,Perth Stadium
match,16550.0,2020-08-03 09:10:00+00:00,2020,10,Port Adelaide,Western Bulldogs,55.0,42.0,win,1522.5737154555134,1525.4004878679775,2.826772412464242,Adelaide Oval
